"","iso2c","country","FB.BNK.CAPA.ZS","year","iso3c","region","capital","longitude","latitude","income","lending","EuropeanRegions"
"383","MC","Monaco",NA,2011,"MCO","Europe & Central Asia (all income levels)","Monaco","7.41891","43.7325","High income: nonOECD","Not classified","Western Europe"
"384","MC","Monaco",NA,2008,"MCO","Europe & Central Asia (all income levels)","Monaco","7.41891","43.7325","High income: nonOECD","Not classified","Western Europe"
"385","MC","Monaco",NA,2009,"MCO","Europe & Central Asia (all income levels)","Monaco","7.41891","43.7325","High income: nonOECD","Not classified","Western Europe"
"386","MD","Moldova",16.1,2009,"MDA","Europe & Central Asia (all income levels)","Chisinau","28.8497","47.0167","Lower middle income","IDA","Southeastern and Balkan"
"387","MD","Moldova",15.8,2011,"MDA","Europe & Central Asia (all income levels)","Chisinau","28.8497","47.0167","Lower middle income","IDA","Southeastern and Balkan"
"388","MD","Moldova",16,2010,"MDA","Europe & Central Asia (all income levels)","Chisinau","28.8497","47.0167","Lower middle income","IDA","Southeastern and Balkan"
"389","MD","Moldova",16.3,2007,"MDA","Europe & Central Asia (all income levels)","Chisinau","28.8497","47.0167","Lower middle income","IDA","Southeastern and Balkan"
"390","MD","Moldova",16.1,2013,"MDA","Europe & Central Asia (all income levels)","Chisinau","28.8497","47.0167","Lower middle income","IDA","Southeastern and Balkan"
"391","MD","Moldova",17.2,2012,"MDA","Europe & Central Asia (all income levels)","Chisinau","28.8497","47.0167","Lower middle income","IDA","Southeastern and Balkan"
"392","MD","Moldova",17,2008,"MDA","Europe & Central Asia (all income levels)","Chisinau","28.8497","47.0167","Lower middle income","IDA","Southeastern and Balkan"
"393","ME","Montenegro",NA,2013,"MNE","Europe & Central Asia (all income levels)","Podgorica","19.2595","42.4602","Upper middle income","IBRD","Southeastern and Balkan"
"394","ME","Montenegro",10.3,2012,"MNE","Europe & Central Asia (all income levels)","Podgorica","19.2595","42.4602","Upper middle income","IBRD","Southeastern and Balkan"
"395","ME","Montenegro",10.9,2011,"MNE","Europe & Central Asia (all income levels)","Podgorica","19.2595","42.4602","Upper middle income","IBRD","Southeastern and Balkan"
"396","ME","Montenegro",8,2007,"MNE","Europe & Central Asia (all income levels)","Podgorica","19.2595","42.4602","Upper middle income","IBRD","Southeastern and Balkan"
"397","ME","Montenegro",11,2009,"MNE","Europe & Central Asia (all income levels)","Podgorica","19.2595","42.4602","Upper middle income","IBRD","Southeastern and Balkan"
"398","ME","Montenegro",8.4,2008,"MNE","Europe & Central Asia (all income levels)","Podgorica","19.2595","42.4602","Upper middle income","IBRD","Southeastern and Balkan"
"399","ME","Montenegro",10.6,2010,"MNE","Europe & Central Asia (all income levels)","Podgorica","19.2595","42.4602","Upper middle income","IBRD","Southeastern and Balkan"
"400","MH","Marshall Islands",NA,2013,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA",NA
"401","MH","Marshall Islands",NA,2012,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA",NA
"402","MH","Marshall Islands",NA,2011,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA",NA
"403","MH","Marshall Islands",NA,2010,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA",NA
"404","MH","Marshall Islands",NA,2007,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA",NA
"405","MH","Marshall Islands",NA,2009,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA",NA
"406","MH","Marshall Islands",NA,2008,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA",NA
"407","MK","Macedonia, FYR",11.3,2013,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD","Southeastern and Balkan"
"408","MK","Macedonia, FYR",11.2,2012,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD","Southeastern and Balkan"
"409","MK","Macedonia, FYR",11.4,2007,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD","Southeastern and Balkan"
"410","MK","Macedonia, FYR",11.5,2008,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD","Southeastern and Balkan"
"411","MK","Macedonia, FYR",10.6,2010,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD","Southeastern and Balkan"
"412","MK","Macedonia, FYR",11.4,2009,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD","Southeastern and Balkan"
"413","MK","Macedonia, FYR",11,2011,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD","Southeastern and Balkan"
"414","MM","Myanmar",NA,2009,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA",NA
"415","MM","Myanmar",NA,2008,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA",NA
"416","MM","Myanmar",NA,2007,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA",NA
"417","MM","Myanmar",NA,2012,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA",NA
"418","MM","Myanmar",NA,2011,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA",NA
"419","MM","Myanmar",NA,2010,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA",NA
"420","MM","Myanmar",NA,2013,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA",NA
"421","MN","Mongolia",NA,2013,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA",NA
"422","MN","Mongolia",NA,2012,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA",NA
"423","MN","Mongolia",NA,2011,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA",NA
"424","MN","Mongolia",NA,2010,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA",NA
"425","MN","Mongolia",NA,2009,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA",NA
"426","MN","Mongolia",NA,2008,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA",NA
"427","MN","Mongolia",NA,2007,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA",NA
"428","MO","Macao SAR, China",NA,2012,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified",NA
"429","MO","Macao SAR, China",NA,2011,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified",NA
"430","MO","Macao SAR, China",NA,2009,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified",NA
"431","MO","Macao SAR, China",NA,2008,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified",NA
"432","MO","Macao SAR, China",NA,2013,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified",NA
"433","MO","Macao SAR, China",NA,2010,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified",NA
"434","MO","Macao SAR, China",NA,2007,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified",NA
"435","MP","Northern Mariana Islands",NA,2011,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified",NA
"436","MP","Northern Mariana Islands",NA,2013,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified",NA
"437","MP","Northern Mariana Islands",NA,2012,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified",NA
"438","MP","Northern Mariana Islands",NA,2010,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified",NA
"439","MP","Northern Mariana Islands",NA,2009,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified",NA
"440","MP","Northern Mariana Islands",NA,2007,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified",NA
"441","MP","Northern Mariana Islands",NA,2008,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified",NA
"442","MY","Malaysia",7.4,2007,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD",NA
"443","MY","Malaysia",8.9,2011,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD",NA
"444","MY","Malaysia",9.6,2013,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD",NA
"445","MY","Malaysia",9,2009,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD",NA
"446","MY","Malaysia",9.4,2012,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD",NA
"447","MY","Malaysia",9.4,2010,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD",NA
"448","MY","Malaysia",8.1,2008,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD",NA
"449","NC","New Caledonia",NA,2013,"NCL","East Asia & Pacific (all income levels)","Noum'ea","166.464","-22.2677","High income: nonOECD","Not classified",NA
"450","NC","New Caledonia",NA,2012,"NCL","East Asia & Pacific (all income levels)","Noum'ea","166.464","-22.2677","High income: nonOECD","Not classified",NA
"451","NC","New Caledonia",NA,2011,"NCL","East Asia & Pacific (all income levels)","Noum'ea","166.464","-22.2677","High income: nonOECD","Not classified",NA
"452","NC","New Caledonia",NA,2010,"NCL","East Asia & Pacific (all income levels)","Noum'ea","166.464","-22.2677","High income: nonOECD","Not classified",NA
"453","NC","New Caledonia",NA,2009,"NCL","East Asia & Pacific (all income levels)","Noum'ea","166.464","-22.2677","High income: nonOECD","Not classified",NA
"454","NC","New Caledonia",NA,2008,"NCL","East Asia & Pacific (all income levels)","Noum'ea","166.464","-22.2677","High income: nonOECD","Not classified",NA
"455","NC","New Caledonia",NA,2007,"NCL","East Asia & Pacific (all income levels)","Noum'ea","166.464","-22.2677","High income: nonOECD","Not classified",NA
"456","NL","Netherlands",4.3,2011,"NLD","Europe & Central Asia (all income levels)","Amsterdam","4.89095","52.3738","High income: OECD","Not classified","Western Europe"
"457","NL","Netherlands",4.3,2009,"NLD","Europe & Central Asia (all income levels)","Amsterdam","4.89095","52.3738","High income: OECD","Not classified","Western Europe"
"458","NL","Netherlands",4.7,2012,"NLD","Europe & Central Asia (all income levels)","Amsterdam","4.89095","52.3738","High income: OECD","Not classified","Western Europe"
"459","NL","Netherlands",4.4,2010,"NLD","Europe & Central Asia (all income levels)","Amsterdam","4.89095","52.3738","High income: OECD","Not classified","Western Europe"
"460","NL","Netherlands",3.3,2007,"NLD","Europe & Central Asia (all income levels)","Amsterdam","4.89095","52.3738","High income: OECD","Not classified","Western Europe"
"461","NL","Netherlands",3.2,2008,"NLD","Europe & Central Asia (all income levels)","Amsterdam","4.89095","52.3738","High income: OECD","Not classified","Western Europe"
"462","NL","Netherlands",4.8,2013,"NLD","Europe & Central Asia (all income levels)","Amsterdam","4.89095","52.3738","High income: OECD","Not classified","Western Europe"
"463","NO","Norway",6.4,2007,"NOR","Europe & Central Asia (all income levels)","Oslo","10.7387","59.9138","High income: OECD","Not classified","Nordic"
"464","NO","Norway",6,2009,"NOR","Europe & Central Asia (all income levels)","Oslo","10.7387","59.9138","High income: OECD","Not classified","Nordic"
"465","NO","Norway",NA,2012,"NOR","Europe & Central Asia (all income levels)","Oslo","10.7387","59.9138","High income: OECD","Not classified","Nordic"
"466","NO","Norway",5.9,2008,"NOR","Europe & Central Asia (all income levels)","Oslo","10.7387","59.9138","High income: OECD","Not classified","Nordic"
"467","NO","Norway",NA,2013,"NOR","Europe & Central Asia (all income levels)","Oslo","10.7387","59.9138","High income: OECD","Not classified","Nordic"
"468","NO","Norway",6.7,2010,"NOR","Europe & Central Asia (all income levels)","Oslo","10.7387","59.9138","High income: OECD","Not classified","Nordic"
"469","NO","Norway",6.8,2011,"NOR","Europe & Central Asia (all income levels)","Oslo","10.7387","59.9138","High income: OECD","Not classified","Nordic"
"470","NZ","New Zealand",5.3,2007,"NZL","East Asia & Pacific (all income levels)","Wellington","174.776","-41.2865","High income: OECD","Not classified",NA
"471","NZ","New Zealand",5.5,2009,"NZL","East Asia & Pacific (all income levels)","Wellington","174.776","-41.2865","High income: OECD","Not classified",NA
"472","NZ","New Zealand",6.4,2008,"NZL","East Asia & Pacific (all income levels)","Wellington","174.776","-41.2865","High income: OECD","Not classified",NA
"473","NZ","New Zealand",6.6,2011,"NZL","East Asia & Pacific (all income levels)","Wellington","174.776","-41.2865","High income: OECD","Not classified",NA
"474","NZ","New Zealand",7.2,2013,"NZL","East Asia & Pacific (all income levels)","Wellington","174.776","-41.2865","High income: OECD","Not classified",NA
"475","NZ","New Zealand",7.2,2012,"NZL","East Asia & Pacific (all income levels)","Wellington","174.776","-41.2865","High income: OECD","Not classified",NA
"476","NZ","New Zealand",6,2010,"NZL","East Asia & Pacific (all income levels)","Wellington","174.776","-41.2865","High income: OECD","Not classified",NA
"477","PF","French Polynesia",NA,2013,"PYF","East Asia & Pacific (all income levels)","Papeete","-149.57","-17.535","High income: nonOECD","Not classified",NA
"478","PF","French Polynesia",NA,2012,"PYF","East Asia & Pacific (all income levels)","Papeete","-149.57","-17.535","High income: nonOECD","Not classified",NA
"479","PF","French Polynesia",NA,2011,"PYF","East Asia & Pacific (all income levels)","Papeete","-149.57","-17.535","High income: nonOECD","Not classified",NA
"480","PF","French Polynesia",NA,2010,"PYF","East Asia & Pacific (all income levels)","Papeete","-149.57","-17.535","High income: nonOECD","Not classified",NA
"481","PF","French Polynesia",NA,2009,"PYF","East Asia & Pacific (all income levels)","Papeete","-149.57","-17.535","High income: nonOECD","Not classified",NA
"482","PF","French Polynesia",NA,2008,"PYF","East Asia & Pacific (all income levels)","Papeete","-149.57","-17.535","High income: nonOECD","Not classified",NA
"483","PF","French Polynesia",NA,2007,"PYF","East Asia & Pacific (all income levels)","Papeete","-149.57","-17.535","High income: nonOECD","Not classified",NA
"484","PG","Papua New Guinea",NA,2012,"PNG","East Asia & Pacific (all income levels)","Port Moresby","147.194","-9.47357","Lower middle income","Blend",NA
"485","PG","Papua New Guinea",NA,2013,"PNG","East Asia & Pacific (all income levels)","Port Moresby","147.194","-9.47357","Lower middle income","Blend",NA
"486","PG","Papua New Guinea",NA,2011,"PNG","East Asia & Pacific (all income levels)","Port Moresby","147.194","-9.47357","Lower middle income","Blend",NA
"487","PG","Papua New Guinea",NA,2010,"PNG","East Asia & Pacific (all income levels)","Port Moresby","147.194","-9.47357","Lower middle income","Blend",NA
"488","PG","Papua New Guinea",NA,2009,"PNG","East Asia & Pacific (all income levels)","Port Moresby","147.194","-9.47357","Lower middle income","Blend",NA
"489","PG","Papua New Guinea",NA,2008,"PNG","East Asia & Pacific (all income levels)","Port Moresby","147.194","-9.47357","Lower middle income","Blend",NA
"490","PG","Papua New Guinea",NA,2007,"PNG","East Asia & Pacific (all income levels)","Port Moresby","147.194","-9.47357","Lower middle income","Blend",NA
"491","PH","Philippines",9.5,2009,"PHL","East Asia & Pacific (all income levels)","Manila","121.035","14.5515","Lower middle income","IBRD",NA
"492","PH","Philippines",8.9,2008,"PHL","East Asia & Pacific (all income levels)","Manila","121.035","14.5515","Lower middle income","IBRD",NA
"493","PH","Philippines",11.7,2007,"PHL","East Asia & Pacific (all income levels)","Manila","121.035","14.5515","Lower middle income","IBRD",NA
"494","PH","Philippines",11.1,2011,"PHL","East Asia & Pacific (all income levels)","Manila","121.035","14.5515","Lower middle income","IBRD",NA
"495","PH","Philippines",10.2,2010,"PHL","East Asia & Pacific (all income levels)","Manila","121.035","14.5515","Lower middle income","IBRD",NA
"496","PH","Philippines",10.8,2013,"PHL","East Asia & Pacific (all income levels)","Manila","121.035","14.5515","Lower middle income","IBRD",NA
"497","PH","Philippines",11.7,2012,"PHL","East Asia & Pacific (all income levels)","Manila","121.035","14.5515","Lower middle income","IBRD",NA
"498","PL","Poland",9,2013,"POL","Europe & Central Asia (all income levels)","Warsaw","21.02","52.26","High income: OECD","IBRD","Eastern Europe"
"499","PL","Poland",8.7,2012,"POL","Europe & Central Asia (all income levels)","Warsaw","21.02","52.26","High income: OECD","IBRD","Eastern Europe"
"500","PL","Poland",7.8,2011,"POL","Europe & Central Asia (all income levels)","Warsaw","21.02","52.26","High income: OECD","IBRD","Eastern Europe"
"501","PL","Poland",8.2,2010,"POL","Europe & Central Asia (all income levels)","Warsaw","21.02","52.26","High income: OECD","IBRD","Eastern Europe"
"502","PL","Poland",8.1,2009,"POL","Europe & Central Asia (all income levels)","Warsaw","21.02","52.26","High income: OECD","IBRD","Eastern Europe"
"503","PL","Poland",8,2007,"POL","Europe & Central Asia (all income levels)","Warsaw","21.02","52.26","High income: OECD","IBRD","Eastern Europe"
"504","PL","Poland",7.5,2008,"POL","Europe & Central Asia (all income levels)","Warsaw","21.02","52.26","High income: OECD","IBRD","Eastern Europe"
"505","PT","Portugal",5.8,2008,"PRT","Europe & Central Asia (all income levels)","Lisbon","-9.13552","38.7072","High income: OECD","Not classified","Southwestern Europe"
"506","PT","Portugal",6.5,2007,"PRT","Europe & Central Asia (all income levels)","Lisbon","-9.13552","38.7072","High income: OECD","Not classified","Southwestern Europe"
"507","PT","Portugal",5.3,2011,"PRT","Europe & Central Asia (all income levels)","Lisbon","-9.13552","38.7072","High income: OECD","Not classified","Southwestern Europe"
"508","PT","Portugal",6.7,2012,"PRT","Europe & Central Asia (all income levels)","Lisbon","-9.13552","38.7072","High income: OECD","Not classified","Southwestern Europe"
"509","PT","Portugal",6.7,2010,"PRT","Europe & Central Asia (all income levels)","Lisbon","-9.13552","38.7072","High income: OECD","Not classified","Southwestern Europe"
"510","PT","Portugal",6.5,2009,"PRT","Europe & Central Asia (all income levels)","Lisbon","-9.13552","38.7072","High income: OECD","Not classified","Southwestern Europe"
"511","PT","Portugal",6.9,2013,"PRT","Europe & Central Asia (all income levels)","Lisbon","-9.13552","38.7072","High income: OECD","Not classified","Southwestern Europe"
"512","PW","Palau",NA,2012,"PLW","East Asia & Pacific (all income levels)","Koror","134.479","7.34194","Upper middle income","IBRD",NA
"513","PW","Palau",NA,2011,"PLW","East Asia & Pacific (all income levels)","Koror","134.479","7.34194","Upper middle income","IBRD",NA
"514","PW","Palau",NA,2010,"PLW","East Asia & Pacific (all income levels)","Koror","134.479","7.34194","Upper middle income","IBRD",NA
"515","PW","Palau",NA,2009,"PLW","East Asia & Pacific (all income levels)","Koror","134.479","7.34194","Upper middle income","IBRD",NA
"516","PW","Palau",NA,2008,"PLW","East Asia & Pacific (all income levels)","Koror","134.479","7.34194","Upper middle income","IBRD",NA
"517","PW","Palau",NA,2007,"PLW","East Asia & Pacific (all income levels)","Koror","134.479","7.34194","Upper middle income","IBRD",NA
"518","PW","Palau",NA,2013,"PLW","East Asia & Pacific (all income levels)","Koror","134.479","7.34194","Upper middle income","IBRD",NA
"519","RO","Romania",8,2012,"ROU","Europe & Central Asia (all income levels)","Bucharest","26.0979","44.4479","Upper middle income","IBRD","Southeastern and Balkan"
"520","RO","Romania",9,2008,"ROU","Europe & Central Asia (all income levels)","Bucharest","26.0979","44.4479","Upper middle income","IBRD","Southeastern and Balkan"
"521","RO","Romania",10.7,2007,"ROU","Europe & Central Asia (all income levels)","Bucharest","26.0979","44.4479","Upper middle income","IBRD","Southeastern and Balkan"
"522","RO","Romania",8.6,2009,"ROU","Europe & Central Asia (all income levels)","Bucharest","26.0979","44.4479","Upper middle income","IBRD","Southeastern and Balkan"
"523","RO","Romania",8.1,2011,"ROU","Europe & Central Asia (all income levels)","Bucharest","26.0979","44.4479","Upper middle income","IBRD","Southeastern and Balkan"
"524","RO","Romania",8.9,2010,"ROU","Europe & Central Asia (all income levels)","Bucharest","26.0979","44.4479","Upper middle income","IBRD","Southeastern and Balkan"
"525","RO","Romania",7.5,2013,"ROU","Europe & Central Asia (all income levels)","Bucharest","26.0979","44.4479","Upper middle income","IBRD","Southeastern and Balkan"
"526","RS","Serbia",21.1,2013,"SRB","Europe & Central Asia (all income levels)","Belgrade","20.4656","44.8024","Upper middle income","IBRD","Southeastern and Balkan"
"527","RS","Serbia",19.7,2010,"SRB","Europe & Central Asia (all income levels)","Belgrade","20.4656","44.8024","Upper middle income","IBRD","Southeastern and Balkan"
"528","RS","Serbia",20.7,2009,"SRB","Europe & Central Asia (all income levels)","Belgrade","20.4656","44.8024","Upper middle income","IBRD","Southeastern and Balkan"
"529","RS","Serbia",20.6,2011,"SRB","Europe & Central Asia (all income levels)","Belgrade","20.4656","44.8024","Upper middle income","IBRD","Southeastern and Balkan"
"530","RS","Serbia",23.6,2008,"SRB","Europe & Central Asia (all income levels)","Belgrade","20.4656","44.8024","Upper middle income","IBRD","Southeastern and Balkan"
"531","RS","Serbia",21,2007,"SRB","Europe & Central Asia (all income levels)","Belgrade","20.4656","44.8024","Upper middle income","IBRD","Southeastern and Balkan"
"532","RS","Serbia",20.5,2012,"SRB","Europe & Central Asia (all income levels)","Belgrade","20.4656","44.8024","Upper middle income","IBRD","Southeastern and Balkan"
"533","RU","Russian Federation",13.3,2007,"RUS","Europe & Central Asia (all income levels)","Moscow","37.6176","55.7558","Upper middle income","IBRD",NA
"534","RU","Russian Federation",11.8,2011,"RUS","Europe & Central Asia (all income levels)","Moscow","37.6176","55.7558","Upper middle income","IBRD",NA
"535","RU","Russian Federation",12.9,2010,"RUS","Europe & Central Asia (all income levels)","Moscow","37.6176","55.7558","Upper middle income","IBRD",NA
"536","RU","Russian Federation",13.1,2009,"RUS","Europe & Central Asia (all income levels)","Moscow","37.6176","55.7558","Upper middle income","IBRD",NA
"537","RU","Russian Federation",10.8,2008,"RUS","Europe & Central Asia (all income levels)","Moscow","37.6176","55.7558","Upper middle income","IBRD",NA
"538","RU","Russian Federation",11.5,2013,"RUS","Europe & Central Asia (all income levels)","Moscow","37.6176","55.7558","Upper middle income","IBRD",NA
"539","RU","Russian Federation",11.8,2012,"RUS","Europe & Central Asia (all income levels)","Moscow","37.6176","55.7558","Upper middle income","IBRD",NA
"540","SB","Solomon Islands",NA,2013,"SLB","East Asia & Pacific (all income levels)","Honiara","159.949","-9.42676","Lower middle income","IDA",NA
"541","SB","Solomon Islands",NA,2012,"SLB","East Asia & Pacific (all income levels)","Honiara","159.949","-9.42676","Lower middle income","IDA",NA
"542","SB","Solomon Islands",NA,2011,"SLB","East Asia & Pacific (all income levels)","Honiara","159.949","-9.42676","Lower middle income","IDA",NA
"543","SB","Solomon Islands",NA,2010,"SLB","East Asia & Pacific (all income levels)","Honiara","159.949","-9.42676","Lower middle income","IDA",NA
"544","SB","Solomon Islands",NA,2009,"SLB","East Asia & Pacific (all income levels)","Honiara","159.949","-9.42676","Lower middle income","IDA",NA
"545","SB","Solomon Islands",NA,2008,"SLB","East Asia & Pacific (all income levels)","Honiara","159.949","-9.42676","Lower middle income","IDA",NA
"546","SB","Solomon Islands",NA,2007,"SLB","East Asia & Pacific (all income levels)","Honiara","159.949","-9.42676","Lower middle income","IDA",NA
"547","SE","Sweden",4.7,2008,"SWE","Europe & Central Asia (all income levels)","Stockholm","18.0645","59.3327","High income: OECD","Not classified","Nordic"
"548","SE","Sweden",4.8,2007,"SWE","Europe & Central Asia (all income levels)","Stockholm","18.0645","59.3327","High income: OECD","Not classified","Nordic"
"549","SE","Sweden",5,2009,"SWE","Europe & Central Asia (all income levels)","Stockholm","18.0645","59.3327","High income: OECD","Not classified","Nordic"
"550","SE","Sweden",NA,2010,"SWE","Europe & Central Asia (all income levels)","Stockholm","18.0645","59.3327","High income: OECD","Not classified","Nordic"
"551","SE","Sweden",NA,2011,"SWE","Europe & Central Asia (all income levels)","Stockholm","18.0645","59.3327","High income: OECD","Not classified","Nordic"
"552","SE","Sweden",NA,2013,"SWE","Europe & Central Asia (all income levels)","Stockholm","18.0645","59.3327","High income: OECD","Not classified","Nordic"
"553","SE","Sweden",NA,2012,"SWE","Europe & Central Asia (all income levels)","Stockholm","18.0645","59.3327","High income: OECD","Not classified","Nordic"
"554","SG","Singapore",8.2,2013,"SGP","East Asia & Pacific (all income levels)","Singapore","103.85","1.28941","High income: nonOECD","Not classified",NA
"555","SG","Singapore",9,2010,"SGP","East Asia & Pacific (all income levels)","Singapore","103.85","1.28941","High income: nonOECD","Not classified",NA
"556","SG","Singapore",8.3,2011,"SGP","East Asia & Pacific (all income levels)","Singapore","103.85","1.28941","High income: nonOECD","Not classified",NA
"557","SG","Singapore",9.2,2009,"SGP","East Asia & Pacific (all income levels)","Singapore","103.85","1.28941","High income: nonOECD","Not classified",NA
"558","SG","Singapore",7.2,2008,"SGP","East Asia & Pacific (all income levels)","Singapore","103.85","1.28941","High income: nonOECD","Not classified",NA
"559","SG","Singapore",9.2,2007,"SGP","East Asia & Pacific (all income levels)","Singapore","103.85","1.28941","High income: nonOECD","Not classified",NA
"560","SG","Singapore",8.9,2012,"SGP","East Asia & Pacific (all income levels)","Singapore","103.85","1.28941","High income: nonOECD","Not classified",NA
"561","SI","Slovenia",8.4,2008,"SVN","Europe & Central Asia (all income levels)","Ljubljana","14.5044","46.0546","High income: OECD","Not classified","Eastern Europe"
"562","SI","Slovenia",8.4,2007,"SVN","Europe & Central Asia (all income levels)","Ljubljana","14.5044","46.0546","High income: OECD","Not classified","Eastern Europe"
"563","SI","Slovenia",8.3,2009,"SVN","Europe & Central Asia (all income levels)","Ljubljana","14.5044","46.0546","High income: OECD","Not classified","Eastern Europe"
"564","SI","Slovenia",NA,2013,"SVN","Europe & Central Asia (all income levels)","Ljubljana","14.5044","46.0546","High income: OECD","Not classified","Eastern Europe"
"565","SI","Slovenia",8.2,2010,"SVN","Europe & Central Asia (all income levels)","Ljubljana","14.5044","46.0546","High income: OECD","Not classified","Eastern Europe"
"566","SI","Slovenia",NA,2012,"SVN","Europe & Central Asia (all income levels)","Ljubljana","14.5044","46.0546","High income: OECD","Not classified","Eastern Europe"
"567","SI","Slovenia",NA,2011,"SVN","Europe & Central Asia (all income levels)","Ljubljana","14.5044","46.0546","High income: OECD","Not classified","Eastern Europe"
"568","SK","Slovak Republic",8.2,2008,"SVK","Europe & Central Asia (all income levels)","Bratislava","17.1073","48.1484","High income: OECD","Not classified","Eastern Europe"
"569","SK","Slovak Republic",12.1,2013,"SVK","Europe & Central Asia (all income levels)","Bratislava","17.1073","48.1484","High income: OECD","Not classified","Eastern Europe"
"570","SK","Slovak Republic",8,2007,"SVK","Europe & Central Asia (all income levels)","Bratislava","17.1073","48.1484","High income: OECD","Not classified","Eastern Europe"
"571","SK","Slovak Republic",11.7,2012,"SVK","Europe & Central Asia (all income levels)","Bratislava","17.1073","48.1484","High income: OECD","Not classified","Eastern Europe"
"572","SK","Slovak Republic",10.8,2011,"SVK","Europe & Central Asia (all income levels)","Bratislava","17.1073","48.1484","High income: OECD","Not classified","Eastern Europe"
